category_enc,supplier_enc,days_to_expiry,current_stock,stock_status,sales_velocity_7d,wastage_count_90d,turnover_rate,unit_cost,stock_cover_days,expiring_soon,risk_score
1,6,258,313,2,0.0,9,5.69,284.44,999.0,0,0.5804346094695061
5,6,352,137,0,8.57,11,4.5,115.63,15.99,0,0.3988273083432365
6,0,117,229,0,0.0,6,4.4,362.02,999.0,0,0.3022781690268177
5,0,193,261,2,0.0,1,3.97,399.07,999.0,0,0.2643690119816975
1,6,228,389,2,3.09,15,4.21,139.19,125.89,0,0.5122888034257096
0,4,216,103,0,16.56,4,2.51,541.2,6.22,0,0.15939017437586148
1,4,59,108,0,0.0,8,4.99,584.41,999.0,0,0.36895062038609694
6,4,83,40,0,0.0,15,1.98,21.59,999.0,0,0.4705959758958245
1,7,77,92,0,0.0,3,5.43,393.72,999.0,0,0.22081014816939765
4,4,238,51,0,0.0,1,5.11,228.92,999.0,0,0.18321198384109774
6,1,49,46,0,0.0,5,1.97,538.83,999.0,0,0.3446106987790528
4,1,191,350,2,4.57,12,5.77,177.66,76.56,0,0.47628585877111773
7,6,333,170,0,0.0,5,0.62,548.51,999.0,0,0.32302983668763285
7,2,313,388,2,0.0,4,2.9,303.11,999.0,0,0.46451127136762527
7,0,33,267,2,0.0,7,5.87,408.51,999.0,0,0.4945960770122108
1,6,339,254,2,12.05,4,5.03,343.84,21.08,0,0.3565349949713773
0,0,330,160,0,12.64,15,5.22,63.42,12.66,0,0.34899775533732813
3,5,143,51,0,12.67,12,4.9,65.72,4.02,0,0.3433026651751351
7,1,256,457,2,7.9,0,0.62,259.16,57.84,0,0.19222132421334343
0,1,310,311,2,0.0,14,5.7,230.74,999.0,0,0.5565130255966682
3,7,170,573,2,19.19,11,4.3,86.13,29.87,0,0.521118394129494
3,0,175,363,2,20.75,11,4.21,46.55,17.5,0,0.4496986441246469
2,6,55,260,2,0.0,3,5.58,247.88,999.0,0,0.38084552099515867
3,5,56,424,2,0.0,14,2.74,361.8,999.0,0,0.6105037091386044
7,0,272,49,0,13.83,15,5.55,473.03,3.54,0,0.39922177837240913
2,2,54,396,2,16.44,12,2.51,373.22,24.09,0,0.5131018642446769
3,4,204,351,2,24.26,4,0.83,369.46,14.47,0,0.351209221294167
4,5,365,566,2,0.0,6,3.75,188.54,999.0,0,0.4634352297078297
2,2,258,555,2,17.36,3,4.56,346.12,31.97,0,0.275936752531503
6,4,217,13,1,0.0,12,0.87,408.75,999.0,0,0.419109879279895
2,4,350,256,2,0.0,9,1.22,333.88,999.0,0,0.5610418924814697
7,1,316,575,2,21.62,7,3.07,482.16,26.59,0,0.4175354196616757
0,6,199,426,2,23.92,1,0.08,165.78,17.81,0,0.2533557464315087
7,3,325,376,2,0.0,6,1.77,122.91,999.0,0,0.5039190622041843
2,2,377,526,2,0.0,13,1.67,173.26,999.0,0,0.5693114619707936
4,0,170,477,2,0.0,1,0.92,207.13,999.0,0,0.27121384088671613
4,7,294,563,2,8.95,7,5.74,321.95,62.89,0,0.42835098872048294
2,6,279,549,2,10.09,7,5.3,404.73,54.43,0,0.3737279843933563
4,3,386,543,2,0.0,3,4.01,278.49,999.0,0,0.434539575018523
3,0,350,328,2,0.0,12,1.54,439.91,999.0,0,0.5529646875661635
5,7,250,44,0,0.0,10,3.08,569.96,999.0,0,0.4100873771056194
0,1,108,218,0,21.62,3,1.23,500.67,10.08,0,0.17143646780510896
6,1,383,157,0,0.59,1,0.53,51.48,264.39,0,0.13630075893289917
1,3,133,417,2,9.7,13,1.9,245.91,42.99,0,0.44419669139519424
0,1,388,599,2,0.0,11,5.57,81.56,999.0,0,0.6444270277195083
4,1,145,448,2,0.0,15,0.94,147.52,999.0,0,0.6420928355968508
4,2,153,382,2,0.0,4,0.74,22.92,999.0,0,0.4400221483503599
1,4,108,352,2,0.0,5,1.1,377.79,999.0,0,0.420329013342553
1,2,344,580,2,21.31,2,1.74,59.07,27.22,0,0.18578428816564466
7,5,183,131,0,0.0,3,1.71,60.49,999.0,0,0.1892198282937282
7,7,169,313,2,0.0,11,4.85,576.02,999.0,0,0.5702367413087176
5,3,114,446,2,6.92,4,4.08,212.31,64.48,0,0.29559447645799675
7,5,397,312,2,0.0,5,3.87,67.54,999.0,0,0.4236739127564851
2,3,135,78,0,0.0,0,4.88,355.76,999.0,0,0.1623040305883017
3,0,283,266,2,13.59,4,2.19,149.52,19.58,0,0.3306573812272556
4,2,238,513,2,12.76,11,3.01,404.35,40.2,0,0.531757820812464
2,2,229,163,0,0.0,15,5.64,43.44,999.0,0,0.5013766853400845
3,1,136,378,2,0.0,11,2.33,552.38,999.0,0,0.6557862377581931
0,5,53,533,2,15.84,8,3.47,350.69,33.65,0,0.41119914834529936
6,5,301,79,0,12.92,7,3.1,224.68,6.12,0,0.2981263306245497
7,7,310,6,1,0.0,14,0.99,64.71,999.0,0,0.467471842903639
3,2,96,161,0,0.0,7,2.49,211.53,999.0,0,0.3276006437076777
7,7,108,165,0,16.18,0,1.46,94.17,10.2,0,0.04108171924453598
2,0,294,150,0,1.4,5,3.1,255.16,107.31,0,0.2463092424544138
0,4,44,221,0,11.23,15,1.02,501.61,19.68,0,0.362100645729344
2,4,86,350,2,0.0,7,2.27,96.68,999.0,0,0.4559875152728098
6,2,311,98,0,0.0,3,0.56,402.45,999.0,0,0.2918725788941915
0,6,268,430,2,0.0,13,1.38,485.33,999.0,0,0.6447466702181145
6,5,302,589,2,0.0,8,2.86,154.86,999.0,0,0.5890863896761694
4,6,132,193,0,0.0,3,3.12,237.52,999.0,0,0.2106502435396016
5,6,186,109,0,3.87,8,5.13,265.67,28.17,0,0.26987729133237665
4,6,387,208,0,10.33,5,2.22,341.85,20.13,0,0.16045331745312355
4,5,397,407,2,0.0,7,2.68,425.6,999.0,0,0.47341541412497634
3,6,174,563,2,0.0,5,2.33,388.81,999.0,0,0.48652432330646095
2,7,308,445,2,2.2,7,2.23,373.24,201.95,0,0.4209393656113678
6,4,365,58,0,0.0,15,2.63,136.99,999.0,0,0.4688261067248211
4,3,18,522,2,0.0,5,4.04,228.65,999.0,1,0.7486022943260855
2,1,142,409,2,8.83,12,3.52,320.29,46.33,0,0.5184310648175674
1,1,282,291,2,18.15,11,5.78,180.37,16.03,0,0.5027636089590702
3,7,207,588,2,0.0,13,3.04,344.01,999.0,0,0.6103802999504672
5,1,263,263,2,21.9,14,5.8,346.64,12.01,0,0.52239606312806
5,7,349,471,2,0.0,15,0.7,59.18,999.0,0,0.6381350233611612
3,3,162,422,2,0.0,8,1.49,73.95,999.0,0,0.5668437500138177
5,1,284,182,0,11.91,6,5.37,176.06,15.28,0,0.27565417308761736
3,7,378,204,0,0.0,8,1.24,137.6,999.0,0,0.3759634520736349
5,2,399,109,0,0.0,15,3.68,463.26,999.0,0,0.4549768745523629
0,7,191,322,2,12.31,15,1.1,463.27,26.16,0,0.4913360362770557
6,3,385,590,2,3.21,15,5.64,38.89,184.02,0,0.47167467539940794
2,7,62,530,2,0.0,0,4.04,240.07,999.0,0,0.24208973913678786
5,4,96,561,2,6.57,15,5.75,219.0,85.37,0,0.4520696409035653
6,3,215,381,2,9.13,8,2.7,351.42,41.74,0,0.48351269421806287
3,1,370,276,2,20.1,12,1.18,484.02,13.73,0,0.5186250416781437
7,0,91,431,2,12.49,15,1.8,346.04,34.51,0,0.4981401423046374
6,1,354,167,0,1.5,15,5.03,75.86,111.27,0,0.3993511864554791
4,5,185,573,2,13.94,11,0.12,90.32,41.11,0,0.569323750009594
3,2,400,291,2,8.88,14,5.34,241.02,32.78,0,0.4643828291866947
2,2,328,345,2,10.55,2,0.47,219.3,32.72,0,0.23263098501522478
4,4,310,404,2,6.78,11,4.49,322.14,59.58,0,0.48403463877498126
2,2,12,128,0,18.19,2,1.26,250.29,7.04,1,0.32546644627790966
7,0,14,406,2,0.0,3,1.57,110.06,999.0,1,0.684579921065202
6,4,118,253,2,18.44,4,0.79,506.34,13.72,0,0.24992204861194228
5,5,244,478,2,24.37,14,0.81,570.12,19.61,0,0.5022869302969744
7,6,269,546,2,7.74,15,3.24,486.73,70.53,0,0.4830232366691841
5,6,134,159,0,0.0,4,2.06,292.13,999.0,0,0.21899805327156482
7,7,154,9,1,19.15,7,4.78,337.96,0.47,0,0.21662851751899947
6,6,128,167,0,17.87,12,1.32,65.94,9.34,0,0.3650387617107288
4,4,333,544,2,20.22,6,5.12,125.8,26.9,0,0.33675143591495427
7,7,140,503,2,0.0,4,0.3,330.28,999.0,0,0.40840081444343945
1,4,138,128,0,0.0,7,0.54,28.54,999.0,0,0.3384152942662348
6,4,256,380,2,0.0,10,0.48,455.33,999.0,0,0.5882769957503191
4,6,37,556,2,0.0,8,4.9,500.39,999.0,0,0.5006353867422926
3,6,395,453,2,0.0,6,2.77,467.18,999.0,0,0.4845366944068741
3,7,200,319,2,0.0,1,4.47,338.76,999.0,0,0.2766569814562614
7,4,102,369,2,0.0,3,1.42,271.81,999.0,0,0.3278081246322635
4,1,203,248,0,0.0,15,4.13,109.9,999.0,0,0.5024956400002359
3,2,256,93,0,17.15,1,0.36,393.85,5.42,0,0.11181334521649895
1,2,250,238,0,7.92,14,4.4,32.38,30.06,0,0.33533227237299157
2,4,21,496,2,17.67,15,1.14,128.24,28.08,1,0.7517197614821919
7,4,307,567,2,0.0,14,1.77,172.74,999.0,0,0.5940535248405447
0,6,376,189,0,22.07,7,1.92,56.74,8.56,0,0.3100595788409917
6,3,269,509,2,0.0,9,1.94,391.72,999.0,0,0.5312556960847286
1,0,67,182,0,0.0,3,2.91,77.28,999.0,0,0.25452146176256385
6,7,270,262,2,0.0,2,0.08,554.2,999.0,0,0.40954925706772516
1,7,328,62,0,9.02,11,4.77,53.81,6.87,0,0.36403199905080996
0,1,156,79,0,0.0,3,4.35,328.36,999.0,0,0.18873524957280108
3,2,286,571,2,0.0,11,4.05,427.48,999.0,0,0.6012489988352275
1,2,93,563,2,10.04,5,3.2,367.95,56.08,0,0.38202239634304413
5,5,191,422,2,19.1,10,3.65,346.62,22.09,0,0.45567137632524646
4,5,232,458,2,0.0,1,5.9,365.54,999.0,0,0.32411312306083956
4,0,154,227,0,5.37,0,4.63,567.14,42.27,0,0.06868049497242909
2,1,20,471,2,0.0,8,2.2,357.65,999.0,1,0.7939592978265082
4,1,293,409,2,0.0,2,4.34,479.88,999.0,0,0.31474829890275874
1,4,20,590,2,0.0,10,2.09,493.94,999.0,1,0.8799826055141503
1,3,383,11,1,15.85,1,1.83,43.89,0.69,0,0.06679156753264029
2,5,258,226,0,3.83,14,4.52,353.65,59.01,0,0.3008099543053677
6,4,202,151,0,0.0,15,3.43,48.6,999.0,0,0.457902955945633
1,6,257,444,2,0.0,4,2.89,134.9,999.0,0,0.405438256429656
3,3,125,73,0,6.66,10,4.11,354.09,10.97,0,0.3035035845682748
6,6,188,356,2,4.76,0,4.62,118.17,74.75,0,0.1519659679677078
7,2,226,45,0,0.0,6,4.11,110.47,999.0,0,0.34941841034838333
1,1,379,55,0,0.0,9,0.08,422.4,999.0,0,0.40805736883155286
7,7,12,339,2,0.0,6,3.28,455.21,999.0,1,0.7678560065773365
2,0,193,596,2,0.0,8,1.02,184.73,999.0,0,0.5807026193408907
4,0,239,8,1,1.66,11,5.19,31.07,4.8,0,0.39408925314253773
6,3,195,520,2,0.0,10,2.91,366.32,999.0,0,0.5605624802587188
3,7,288,22,1,0.99,10,2.94,451.75,22.14,0,0.2922046670437871
5,5,321,309,2,5.91,1,3.75,529.63,52.33,0,0.2488482503294514
0,4,116,155,0,8.54,4,0.53,241.68,18.14,0,0.23220187910039625
3,6,124,586,2,3.82,10,2.7,96.43,153.45,0,0.5082967175292162
3,2,159,536,2,22.74,4,3.94,347.61,23.57,0,0.25696575002446437
1,1,95,325,2,0.0,0,4.59,530.48,999.0,0,0.2796848186503615
6,4,227,280,2,0.0,3,0.79,35.19,999.0,0,0.452743659891923
4,3,306,237,0,0.0,11,0.48,472.3,999.0,0,0.44701629202906074
7,5,95,396,2,0.0,5,1.16,38.69,999.0,0,0.4817446624953882
0,4,212,227,0,0.0,6,0.4,557.72,999.0,0,0.42440259893399074
7,5,235,252,2,0.0,12,4.32,248.61,999.0,0,0.6626966959915768
0,1,232,467,2,0.0,7,3.11,249.45,999.0,0,0.5422204097860321
6,0,98,298,2,10.99,9,2.77,265.03,27.12,0,0.4715761135092672
0,2,238,462,2,0.0,5,4.67,563.95,999.0,0,0.4735336970207755
2,6,212,331,2,0.0,14,3.54,433.33,999.0,0,0.5742318405650989
7,1,129,331,2,0.0,3,0.55,429.61,999.0,0,0.42020279246683134
1,6,373,523,2,0.0,12,3.3,45.47,999.0,0,0.5705061977317208
5,2,84,148,0,0.0,13,1.85,443.49,999.0,0,0.5053159336265249
4,2,61,134,0,0.0,8,0.07,308.62,999.0,0,0.422907205247476
0,7,122,222,0,14.72,14,2.46,66.05,15.08,0,0.3620122525154707
3,4,318,570,2,0.0,1,1.11,51.94,999.0,0,0.30388237998192413
2,0,342,591,2,20.95,10,5.52,48.44,28.21,0,0.480034830862643
2,2,345,291,2,0.0,14,4.5,228.91,999.0,0,0.5543008051155146
4,5,189,388,2,20.51,2,1.76,98.04,18.92,0,0.2573543326193761
4,5,270,423,2,0.0,1,0.66,443.24,999.0,0,0.3512448956247084
1,7,371,294,2,10.68,8,3.15,597.11,27.54,0,0.40846240132490286
2,7,267,509,2,0.0,7,4.25,587.97,999.0,0,0.45418971006709974
0,7,321,120,0,0.0,13,2.48,213.6,999.0,0,0.45724986059013917
3,0,328,206,0,17.25,2,1.85,313.88,11.94,0,0.0728708607259684
0,1,352,341,2,0.0,5,1.16,503.62,999.0,0,0.5006735718302188
7,7,19,139,0,12.04,10,2.77,492.22,11.55,1,0.6813347972118121
0,4,290,323,2,0.0,6,3.46,212.4,999.0,0,0.5319423741293217
5,1,77,287,2,21.02,12,3.76,508.6,13.65,0,0.4985177969387374
6,2,305,119,0,21.61,10,4.26,177.47,5.51,0,0.3004157341990361
3,5,232,309,2,5.4,5,0.67,475.27,57.19,0,0.37639934163123406
1,7,260,25,0,0.0,6,2.04,300.41,999.0,0,0.3668654912623417
4,5,74,100,0,0.0,6,4.35,286.43,999.0,0,0.3476412868483158
1,0,160,45,0,0.0,10,2.8,46.76,999.0,0,0.452469325452608
4,0,296,319,2,0.0,10,1.2,186.21,999.0,0,0.6138730966918019
7,1,140,152,0,0.0,0,5.75,344.58,999.0,0,0.10228503513924245
5,5,139,144,0,23.58,7,1.03,200.6,6.11,0,0.30106917256600163
7,0,67,29,0,0.0,3,2.3,69.95,999.0,0,0.2130300112774816
7,5,160,340,2,0.0,14,3.41,73.89,999.0,0,0.646282059776505
7,1,234,317,2,17.11,15,1.39,149.8,18.53,0,0.5333315532467074
4,5,201,187,0,17.49,10,2.72,37.55,10.69,0,0.3470401234443966
5,7,237,174,0,7.06,4,3.05,255.3,24.66,0,0.18371277033992806
1,5,285,72,0,19.81,12,3.54,158.37,3.63,0,0.31924292732591836
2,7,197,67,0,8.52,13,3.4,218.48,7.87,0,0.3732959788168856
2,1,379,587,2,0.0,14,1.95,76.64,999.0,0,0.6034259478832846
4,6,36,111,0,17.14,10,2.97,402.9,6.48,0,0.3008639605798826
2,0,388,150,0,16.52,9,2.34,355.2,9.08,0,0.2814799944212989
5,4,292,311,2,22.96,11,5.94,357.98,13.54,0,0.5033788907406523
6,2,151,63,0,0.0,0,4.22,496.04,999.0,0,0.11310935566696374
4,0,121,442,2,17.56,10,4.27,255.5,25.18,0,0.4822228058085907
3,2,244,142,0,4.71,11,5.04,109.48,30.18,0,0.4096947251612565
2,2,6,73,0,0.0,15,3.95,585.49,999.0,1,0.686293089465496
2,6,234,435,2,15.58,13,3.31,281.03,27.92,0,0.4726368676654168
2,6,310,7,1,0.0,8,2.47,336.78,999.0,0,0.370036403030272
0,7,361,377,2,2.83,2,0.85,444.15,133.26,0,0.2979284965982852
4,7,265,80,0,0.0,7,2.83,450.18,999.0,0,0.40924932563488226
1,4,314,54,0,0.0,15,2.72,545.51,999.0,0,0.45887583619399175
5,6,181,301,2,0.0,9,4.36,346.95,999.0,0,0.5253701315784157
7,2,294,52,0,16.41,0,1.72,67.86,3.17,0,0.030671533116873123
4,4,68,287,2,6.88,0,4.45,370.22,41.71,0,0.21921577864149522
2,7,190,179,0,0.0,15,1.08,325.89,999.0,0,0.4139708632315826
1,2,305,157,0,20.94,12,1.43,275.31,7.5,0,0.36650895997937016
3,5,28,270,2,0.0,1,1.01,251.27,999.0,1,0.578164055594444
3,6,350,399,2,0.0,13,0.07,557.79,999.0,0,0.6410113452116427
5,0,50,544,2,15.94,8,2.01,174.91,34.14,0,0.3777932146090364
6,7,396,247,0,0.0,10,4.07,596.06,999.0,0,0.44759237934435536
0,0,35,12,1,0.0,14,2.11,440.65,999.0,0,0.42022753285742953
0,0,318,94,0,0.0,3,4.25,89.59,999.0,0,0.26877289891661926
2,6,337,579,2,0.0,3,4.17,166.93,999.0,0,0.38203466927451896
1,7,142,437,2,17.31,8,0.97,62.92,25.25,0,0.4603808664389773
6,6,171,61,0,6.46,5,2.64,305.2,9.45,0,0.24143035578787547
6,2,331,503,2,2.71,6,3.68,81.62,185.56,0,0.35498980508631495
4,1,18,74,0,1.76,14,0.11,308.67,42.04,1,0.6838402895754372
0,0,341,399,2,6.66,12,3.45,318.92,59.9,0,0.5427893287876164
7,7,224,413,2,0.0,7,0.02,573.41,999.0,0,0.5913634326556165
7,1,291,548,2,23.38,10,4.09,252.36,23.44,0,0.5058727031919501
1,5,274,348,2,2.01,9,3.89,122.44,173.01,0,0.40271974191145277
6,3,154,399,2,22.41,15,0.51,387.02,17.8,0,0.5378719056418861
2,0,99,25,0,0.0,15,2.33,479.79,999.0,0,0.4672089165220238
7,7,9,37,0,8.48,1,2.43,142.77,4.36,1,0.3604619921451656
7,2,380,593,2,0.0,1,4.41,303.56,999.0,0,0.26428756082465027
0,3,360,133,0,0.0,9,4.92,76.43,999.0,0,0.4313471067285741
1,1,59,509,2,0.0,2,4.83,267.2,999.0,0,0.3913825235687756
6,5,62,589,2,13.65,6,4.59,363.99,43.16,0,0.3422604473202424
1,4,73,425,2,4.2,5,2.63,556.89,101.16,0,0.2748838673234322
1,6,399,161,0,0.39,2,0.04,124.06,412.02,0,0.10317304994966976
4,6,356,487,2,0.0,4,3.84,323.39,999.0,0,0.40744375894002954
2,0,306,184,0,0.0,9,2.09,22.65,999.0,0,0.4062766808795061
1,1,317,370,2,0.0,14,4.62,402.41,999.0,0,0.5831711900708696
3,1,77,485,2,0.0,1,0.32,231.23,999.0,0,0.31418414289797847
4,5,316,464,2,0.0,5,0.95,36.86,999.0,0,0.4538574995503555
1,3,370,455,2,14.82,13,1.19,412.57,30.71,0,0.46908219507044246
1,5,117,100,0,5.93,6,2.25,147.98,16.87,0,0.21851883118011856
7,0,224,148,0,5.4,5,2.32,99.11,27.39,0,0.2163785459346964
5,4,104,343,2,0.0,8,0.82,513.96,999.0,0,0.5482691111528921
2,5,113,302,2,0.0,7,0.52,517.04,999.0,0,0.531951768075353
3,7,237,285,2,0.36,7,1.49,271.86,786.0,0,0.38068879320486426
2,0,214,45,0,1.0,1,2.55,248.71,44.93,0,0.09916598254264966
1,7,254,246,0,0.0,13,5.7,96.97,999.0,0,0.44549485138570877
1,0,246,312,2,4.05,0,5.86,288.98,77.13,0,0.1266348697610489
6,2,190,475,2,0.0,2,2.31,420.64,999.0,0,0.3577104392344185
4,6,386,276,2,0.0,2,3.72,214.7,999.0,0,0.40586919187439535
5,0,57,392,2,0.0,11,2.2,395.94,999.0,0,0.6345848391059093
3,2,172,244,0,13.49,6,4.52,461.31,18.09,0,0.20045565797630996
4,6,142,55,0,1.58,14,2.92,325.48,34.72,0,0.3047251321108614
4,7,318,376,2,0.0,6,5.35,285.57,999.0,0,0.4316204484021805
2,4,40,111,0,0.0,4,2.98,527.5,999.0,0,0.2604825167227728
0,4,214,554,2,23.29,11,2.52,447.87,23.78,0,0.4325778758151979
3,1,12,237,0,20.87,13,3.47,400.34,11.35,1,0.6644189235505221
7,7,235,311,2,14.18,5,4.74,151.53,21.93,0,0.31462827799086934
4,0,76,361,2,0.0,5,4.27,185.44,999.0,0,0.5067847307104105
2,2,122,119,0,1.03,4,2.65,234.41,115.67,0,0.1226186434291189
0,5,177,151,0,0.0,9,0.73,34.46,999.0,0,0.5005706642793557
2,7,164,159,0,0.11,9,2.84,188.1,1481.03,0,0.3912811430878893
2,7,174,115,0,0.0,4,4.07,87.79,999.0,0,0.20097547137883
3,7,183,94,0,0.0,7,4.69,464.92,999.0,0,0.317485880812301
1,7,347,89,0,24.4,6,2.94,369.84,3.65,0,0.22338670111602738
0,5,204,151,0,17.9,11,2.32,27.07,8.44,0,0.3313904255789712
4,7,288,89,0,5.39,13,4.82,187.41,16.5,0,0.3866807342123991
6,6,72,88,0,3.59,15,5.93,324.67,24.51,0,0.33025000905941343
6,1,4,419,2,15.97,13,1.05,288.03,26.24,1,0.7781499589281473
2,3,96,390,2,7.24,1,4.94,195.16,53.89,0,0.21222499052040075
7,7,115,27,0,0.0,8,1.8,391.52,999.0,0,0.4023872997217248
1,4,214,183,0,0.0,0,0.72,180.79,999.0,0,0.22067483524190362
1,5,298,492,2,14.14,15,5.85,494.6,34.8,0,0.47478426591681766
0,4,84,595,2,1.46,14,5.27,98.59,406.77,0,0.4695970622177914
4,5,215,364,2,1.22,2,3.08,464.54,298.88,0,0.21598969968976622
1,2,279,330,2,21.81,8,4.11,419.24,15.13,0,0.3775000091800872
5,2,7,140,0,12.95,15,2.47,554.13,10.81,1,0.5895634970984619
3,2,258,226,0,0.0,13,2.76,64.31,999.0,0,0.508261369286089
0,7,179,319,2,0.0,14,5.34,366.64,999.0,0,0.641630745503406
5,2,364,311,2,0.0,7,0.77,422.66,999.0,0,0.5456741840657091
4,2,108,133,0,24.53,3,0.47,469.32,5.42,0,0.17822361272004367
0,3,56,33,0,0.0,15,0.71,166.75,999.0,0,0.4094083510201459
0,1,64,210,0,0.0,5,4.02,36.97,999.0,0,0.2674668373279526
4,5,181,164,0,0.0,2,0.59,355.32,999.0,0,0.1718927530851952
3,3,145,175,0,0.0,3,5.55,553.88,999.0,0,0.2881556172142232
7,5,358,189,0,0.0,5,5.01,589.15,999.0,0,0.300891021681673
3,6,58,321,2,0.0,4,2.97,229.53,999.0,0,0.3925925511930574
0,1,168,505,2,2.89,14,3.6,200.96,174.56,0,0.5471414856682034
7,3,284,417,2,7.26,6,5.14,538.96,57.4,0,0.39829236800284096
5,2,7,503,2,16.8,14,3.14,412.38,29.94,1,0.7243061412662574
6,6,356,104,0,0.0,2,2.18,135.47,999.0,0,0.15803161966350154
6,1,120,434,2,18.13,8,4.54,484.57,23.94,0,0.47918700706979833
5,7,342,414,2,24.69,4,4.61,82.66,16.77,0,0.2680827832424713
7,3,322,137,0,0.0,2,2.99,35.51,999.0,0,0.15549148259994355
5,2,156,98,0,19.0,14,1.21,404.01,5.16,0,0.3488300432307673
4,5,277,559,2,0.0,13,5.28,89.1,999.0,0,0.6040138622950546
6,7,236,36,0,0.82,5,2.95,98.0,43.82,0,0.21588678275562567
7,1,292,502,2,16.5,15,3.37,110.66,30.42,0,0.4366884550971253
4,7,303,386,2,15.42,9,1.92,36.33,25.03,0,0.4034142142488344
5,5,380,597,2,0.67,12,0.58,220.18,887.74,0,0.5095199178656638
5,0,339,250,0,6.19,2,5.46,57.99,40.39,0,0.07058949474794085
5,2,11,551,2,8.15,13,3.41,542.82,67.58,1,0.7419942662302276
7,0,163,386,2,14.26,3,4.85,78.03,27.07,0,0.28701335543922335
5,7,258,347,2,4.17,11,5.82,137.02,83.3,0,0.5062533040469892
1,3,148,271,2,1.19,7,3.75,575.61,228.06,0,0.4401248211659672
1,5,140,68,0,14.16,13,1.26,481.48,4.8,0,0.36818441762662435
4,4,222,552,2,7.83,12,1.51,318.91,70.46,0,0.5105872298152228
2,0,322,528,2,21.57,6,3.96,497.87,24.48,0,0.41457235926445896
4,6,290,61,0,13.06,14,0.89,107.27,4.67,0,0.3767783110899766
4,6,211,326,2,0.0,6,5.08,174.82,999.0,0,0.45644535164181227
2,4,352,241,0,0.0,4,1.15,162.44,999.0,0,0.31726745889533214
7,7,287,446,2,0.0,6,0.96,99.13,999.0,0,0.4547615844406896
4,2,330,43,0,24.09,0,0.33,539.97,1.78,0,0.03439002741792658
4,1,209,372,2,0.0,12,5.66,440.06,999.0,0,0.5668672182286153
1,1,268,594,2,23.74,15,5.31,158.08,25.02,0,0.44467322001444476
5,5,300,399,2,0.0,13,1.31,81.95,999.0,0,0.575693036588958
4,7,210,260,2,0.0,15,3.2,425.78,999.0,0,0.5635553616134732
6,7,350,252,2,0.0,11,2.85,233.29,999.0,0,0.5869805678913661
0,0,354,245,0,6.32,9,3.83,426.36,38.74,0,0.366378851841912
1,3,227,397,2,0.2,8,1.81,563.07,2018.79,0,0.47680015143942284
4,3,83,449,2,15.78,1,1.64,66.45,28.45,0,0.23553480184718556
7,7,378,422,2,23.16,13,5.26,495.74,18.22,0,0.5289281038883418
4,1,181,430,2,15.05,14,4.17,461.95,28.57,0,0.506964735664361
2,7,329,139,0,0.0,9,1.88,67.69,999.0,0,0.37693869273329106
2,6,164,462,2,0.0,8,1.04,363.95,999.0,0,0.5253096522684652
4,3,44,424,2,9.19,12,5.67,532.92,46.14,0,0.45693845601743577
0,3,46,473,2,0.0,1,2.41,268.76,999.0,0,0.29321893359653767
1,5,88,580,2,2.93,14,4.96,306.61,197.7,0,0.45693807397505376
3,3,137,294,2,18.66,4,2.59,139.83,15.75,0,0.26386799174118714
4,3,215,184,0,0.0,0,1.74,171.84,999.0,0,0.1641216288068682
3,5,299,469,2,2.14,4,5.23,585.15,218.8,0,0.2857065658749811
3,6,363,433,2,18.4,2,0.57,54.08,23.53,0,0.23107644356822787
3,7,182,46,0,0.13,9,5.87,409.33,343.22,0,0.2738685904455702
0,2,134,173,0,12.59,14,0.79,204.04,13.74,0,0.36199016802337797
2,4,60,320,2,0.0,15,5.23,504.19,999.0,0,0.6397388041263152
6,4,135,270,2,12.92,5,1.89,596.85,20.89,0,0.3616410496384359
2,7,28,193,0,0.0,5,0.22,170.93,999.0,1,0.646108603948329
6,1,254,41,0,11.04,14,2.96,510.59,3.71,0,0.3940255160463336
1,5,48,208,0,0.0,5,4.5,497.09,999.0,0,0.31758968671342247
3,0,270,584,2,0.0,7,4.61,412.61,999.0,0,0.560484123762242
0,4,349,124,0,0.0,10,0.92,67.02,999.0,0,0.49277779458459403
7,7,322,275,2,0.0,10,5.82,400.58,999.0,0,0.6641075162170249
5,2,109,49,0,20.04,10,4.79,451.4,2.45,0,0.3556587466167511
6,1,205,261,2,4.45,2,0.12,140.77,58.65,0,0.2556974595857867
6,4,332,157,0,3.02,13,4.42,554.59,52.07,0,0.39844811262335944
2,5,341,98,0,0.0,15,2.67,245.09,999.0,0,0.4222175284293804
6,1,388,432,2,0.0,13,3.78,73.91,999.0,0,0.6116009751037462
7,3,332,158,0,0.0,9,2.81,65.93,999.0,0,0.4741853630640609
4,2,66,307,2,21.04,9,3.41,339.58,14.59,0,0.5080762415335431
1,6,212,96,0,11.62,11,1.53,67.43,8.26,0,0.35041334809327307
1,7,92,186,0,0.0,2,2.5,428.54,999.0,0,0.1916735626940802
7,7,320,271,2,0.0,6,1.11,453.28,999.0,0,0.49448634480773
1,6,274,18,1,0.0,0,1.03,296.73,999.0,0,0.15301674759843192
7,4,317,369,2,17.27,9,0.53,98.37,21.37,0,0.43986381864106683
0,3,14,214,0,0.0,7,2.61,383.11,999.0,1,0.6888013843940937
3,1,155,474,2,3.7,0,0.7,543.4,127.96,0,0.21070362511609836
